,Start_Date,Prod_Type,Sex,Breed,Brooder,Grower,Bootie_Swabs,Group,Serotype,Process_Date,Project,month
776,8/21/2018,Conventional,LHEN,NIC-85,GARLAND PIERCY 1-2,BRUCE BUTLER,Positive,C1,"6,7:r:-",11/23/2018,4241GP18,11/1/2018
1257,11/7/2019,Conventional,HHEN,HYB-C,GARLAND PIERCY 1-2,BRUCE BUTLER,Positive,E1,Uganda,2/26/2020,4317GP19,2/1/2020
979,2/26/2019,Conventional,HTOM,NIC-SS,GARLAND PIERCY 1-2,BULLARD FARMS,Negative,0,0,7/10/2019,3015GP19,7/1/2019
914,12/27/2018,Antibiotic-free,HHEN,NIC-85,GARLAND PIERCY 1-2,D & M MCLAMB,Negative,0,0,3/26/2019,4382GP18,3/1/2019
168,2/7/2017,Conventional,HHEN,NIC-85,GARLAND PIERCY 1-2,GLENN D JONES,Negative,0,0,5/31/2017,4034GP17,5/1/2017
170,2/7/2017,Conventional,HHEN,NIC-SS,GARLAND PIERCY 1-2,GLENN D JONES,Negative,0,0,6/1/2017,4033GP17,6/1/2017
724,6/19/2018,Conventional,HHEN,NIC-SS,GARLAND PIERCY 1-2,GLENN D JONES,Negative,0,0,10/11/2018,4171GP18,10/1/2018
731,6/19/2018,Conventional,HHEN,NIC-SS,GARLAND PIERCY 1-2,GLENN D JONES,Negative,0,0,10/16/2018,4172GP18,10/1/2018
1225,11/8/2019,Conventional,LHEN,HYB-C,GARLAND PIERCY 1-2,HOLLINGSWORTH FARMS INC,Positive,E1,Uganda,1/28/2020,4318GP19,1/1/2020
1303,1/16/2020,Conventional,LHEN,NIC-88,GARLAND PIERCY 1-2,HOLLINGSWORTH FARMS INC,Positive,C1,Infantis,4/8/2020,4011GP20,4/1/2020
1307,1/17/2020,Conventional,LHEN,NIC-88,GARLAND PIERCY 1-2,HOLLINGSWORTH FARMS INC,Positive,C1,Infantis,4/14/2020,4012GP20,4/1/2020
1377,3/25/2020,Conventional,LHEN,HYB-C,GARLAND PIERCY 1-2,HOLLINGSWORTH FARMS INC,Negative,0,0,6/25/2020,4064GP20,6/1/2020
1036,4/25/2019,Antibiotic-free,HHEN,NIC-SS,GARLAND PIERCY 1-2,J&C TURKEY FARM,Positive,C2,Kentucky,8/20/2019,4135GP19,8/1/2019
1039,4/26/2019,Conventional,HHEN,NIC-SS,GARLAND PIERCY 1-2,J&C TURKEY FARM,Positive,E4,Liverpool,8/21/2019,4134GP19,8/1/2019
98,12/6/2016,Conventional,HHEN,NIC-SS,GARLAND PIERCY 1-2,JAMES E DANIELS,Negative,0,0,3/28/2017,4372GP16,3/1/2017
103,12/6/2016,Conventional,HHEN,HYB-C,GARLAND PIERCY 1-2,JAMES E DANIELS,Negative,0,0,3/30/2017,4373GP16,3/1/2017
915,12/27/2018,Conventional,LHEN,NIC-85,GARLAND PIERCY 1-2,L & M FARM,Positive,C2,Albany,4/16/2019,4381GP18,4/1/2019
1406,3/25/2020,Conventional,HHEN,HYB-C,GARLAND PIERCY 1-2,MARVIN CHANCE,Negative,0,0,7/22/2020,4063GP20,7/1/2020
1456,3/25/2020,Conventional,HHEN,HYB-C,GARLAND PIERCY 1-2,MARVIN CHANCE,Negative,0,0,7/22/2020,4063GP20,7/1/2020
847,10/30/2018,Antibiotic-free,HHEN,NIC-SS,GARLAND PIERCY 1-2,MATTHEWS FARM,Negative,0,0,1/28/2019,4315GP18,1/1/2019
849,10/30/2018,Conventional,HHEN,NIC-SS,GARLAND PIERCY 1-2,MATTHEWS FARM,Negative,0,0,2/20/2019,4314GP18,2/1/2019
1547,8/6/2020,Antibiotic-free,LHEN,HYB-C,GARLAND PIERCY 1-2,MCCULLENS TURKEY FARM,Positive,D1,Berta,11/1/2020,4227GP20,11/1/2020
452,10/17/2017,Conventional,HHEN,NIC-SS,GARLAND PIERCY 1-2,MILLETTE J PARKER,Negative,0,0,2/6/2018,4303GP17,2/1/2018
584,2/20/2018,Conventional,HHEN,HYB-C,GARLAND PIERCY 1-2,NAYLOR FARM,Positive,B,Agona,6/2/2018,4045GP18,6/1/2018
585,2/20/2018,Conventional,HHEN,HYB-C,GARLAND PIERCY 1-2,NAYLOR FARM,Negative,0,0,6/2/2018,4046GP18,6/1/2018
248,4/10/2017,Conventional,HHEN,NIC-SS,GARLAND PIERCY 1-2,ORTIZ FARMS,Negative,0,0,8/8/2017,4098GP17,8/1/2017
250,4/11/2017,Conventional,HHEN,NIC-SS,GARLAND PIERCY 1-2,ORTIZ FARMS,Negative,0,0,8/9/2017,4099GP17,8/1/2017
369,8/23/2017,Conventional,LHEN,NIC-SS,GARLAND PIERCY 1-2,ORTIZ FARMS,Positive,B,Schwarzengrund,11/13/2017,4248GP17,11/1/2017
373,8/23/2017,Conventional,LHEN,HYB-C,GARLAND PIERCY 1-2,ORTIZ FARMS,Positive,E1,Anatum,11/15/2017,4249GP17,11/1/2017
1103,6/27/2019,Conventional,HHEN,HYB-C,GARLAND PIERCY 1-2,ORTIZ FARMS,Negative,0,0,10/30/2019,4183GP19,10/1/2019
1105,6/28/2019,Antibiotic-free,HHEN,HYB-C,GARLAND PIERCY 1-2,ORTIZ FARMS,Positive,C1,Infantis,10/21/2019,4184GP19,10/1/2019
495,12/19/2017,Conventional,LHEN,NIC-SS,GARLAND PIERCY 1-2,OWEN FARM,Negative,0,0,3/14/2018,4363GP17,3/1/2018
496,12/19/2017,Conventional,LHEN,NIC-SS,GARLAND PIERCY 1-2,OWEN FARM,Positive,B,Schwarzengrund,3/14/2018,4364GP17,3/1/2018
1171,8/30/2019,Antibiotic-free,HHEN,HYB-C,GARLAND PIERCY 1-2,OWEN FARM,Negative,0,0,12/17/2019,4254GP19,12/1/2019
1172,8/30/2019,Antibiotic-free,HHEN,HYB-C,GARLAND PIERCY 1-2,OWEN FARM,Positive,E1,Uganda,12/21/2019,4255GP19,12/1/2019
809,4/24/2018,Conventional,HHEN,NIC-SS,GARLAND PIERCY 1-2,OWEN FARM 1,Positive,B,Agona,NA,4111GP18,NA
810,4/24/2018,Conventional,HHEN,NIC-SS,GARLAND PIERCY 1-2,OWEN FARM 4,Positive,B,Agona,NA,4112GP18,NA
1510,6/3/2020,Antibiotic-free,HHEN,NIC-85,GARLAND PIERCY 1-2,RONALD PETERSON,Positive,E1,Uganda,9/29/2020,4147GP20,9/1/2020
232,5/2/2017,Conventional,LHEN,NIC-SS,DAN & ANGIE WACHTER,BONEY TURKEY FARM,Negative,0,0,7/26/2017,4120DW17,7/1/2017
234,5/1/2017,Conventional,LHEN,NIC-SS,DAN & ANGIE WACHTER,BONEY TURKEY FARM,Negative,0,0,7/27/2017,4119DW17,7/1/2017
1252,12/3/2019,Conventional,LHEN,NIC-85,DAN & ANGIE WACHTER,BONEY TURKEY FARM,Positive,E1,Uganda,2/23/2020,4346DW19,2/1/2020
1328,2/11/2020,Conventional,LHEN,NIC-85,DAN & ANGIE WACHTER,BONEY TURKEY FARM,Negative,0,0,5/4/2020,4035DW20,5/1/2020
1417,4/15/2020,Antibiotic-free,HHEN,NIC-85,DAN & ANGIE WACHTER,BONEY TURKEY FARM,Negative,0,0,8/4/2020,4102DW20,8/1/2020
1425,4/15/2020,Antibiotic-free,HHEN,NIC-85,DAN & ANGIE WACHTER,BONEY TURKEY FARM,Negative,0,0,8/11/2020,4101DW20,8/1/2020
1469,4/15/2020,Antibiotic-free,HHEN,NIC-85,DAN & ANGIE WACHTER,BONEY TURKEY FARM,Negative,0,0,8/4/2020,4102DW20,8/1/2020
1477,4/15/2020,Antibiotic-free,HHEN,NIC-85,DAN & ANGIE WACHTER,BONEY TURKEY FARM,Negative,0,0,8/11/2020,4101DW20,8/1/2020
873,11/20/2018,Conventional,LHEN,NIC-SS,DAN & ANGIE WACHTER,BRUCE BUTLER,Negative,0,0,2/13/2019,4338DW18,2/1/2019
1063,5/22/2019,Conventional,LHEN,HYB-C,DAN & ANGIE WACHTER,BRUCE BUTLER,Positive,C2,Albany,8/23/2019,4153DW19,8/1/2019
89,12/26/2016,Conventional,LHEN,NIC-SS,DAN & ANGIE WACHTER,D & M MCLAMB,Positive,C1,Infantis,3/20/2017,4396DW16,3/1/2017
305,7/4/2017,Conventional,LHEN,NIC-SS,DAN & ANGIE WACHTER,FEATHERLAND - JAMES LUCAS,Positive,C2,Muenchen,9/27/2017,4191DW17,9/1/2017
747,7/17/2018,Antibiotic-free,HHEN,HYB-C,DAN & ANGIE WACHTER,FEATHERLAND - JAMES LUCAS,Negative,0,0,10/30/2018,4199DW18,10/1/2018
1001,3/20/2019,Conventional,HHEN,HYB-C,DAN & ANGIE WACHTER,FEATHERLAND - JAMES LUCAS,Negative,0,0,7/10/2019,4085DW19,7/1/2019
1357,2/12/2020,Conventional,HHEN,NIC-85,DAN & ANGIE WACHTER,FEATHERLAND - JAMES LUCAS,Negative,0,0,6/3/2020,4036DW20,6/1/2020
51,10/24/2016,Conventional,HHEN,NIC-SS,DAN & ANGIE WACHTER,GLENN D JONES,Positive,B,Schwarzengrund,2/14/2017,4326DW16,2/1/2017
56,10/25/2016,Conventional,HHEN,NIC-85,DAN & ANGIE WACHTER,GLENN D JONES,Positive,D1,Berta,2/17/2017,4327DW16,2/1/2017
142,12/27/2016,Conventional,HHEN,NIC-85,DAN & ANGIE WACHTER,GRIFFIN FARMS (OLD V THOMAS),Negative,0,0,5/5/2017,4397DW16,5/1/2017
1000,3/19/2019,Conventional,HTOM,NIC-SS,DAN & ANGIE WACHTER,HARRELSON GOBBLERS,Positive,C1,Infantis,7/31/2019,3013DW19,7/1/2019
1130,7/23/2019,Conventional,HTOM,NIC-88,DAN & ANGIE WACHTER,HARRELSON GOBBLERS,Negative,0,0,10/12/2019,3034DW19,10/1/2019
1302,12/3/2019,Conventional,HTOM,NIC-85,DAN & ANGIE WACHTER,HARRELSON GOBBLERS,Positive,C1,Infantis,4/7/2020,3055DW19,4/1/2020
336,7/4/2017,Conventional,HHEN,NIC-SS,DAN & ANGIE WACHTER,HOLLINGSWORTH FARMS INC,Negative,0,0,10/24/2017,4190DW17,10/1/2017
338,7/3/2017,Conventional,HHEN,NIC-SS,DAN & ANGIE WACHTER,HOLLINGSWORTH FARMS INC,Negative,0,0,10/25/2017,4189DW17,10/1/2017
383,9/6/2017,Conventional,LHEN,NIC-SS,DAN & ANGIE WACHTER,J&C TURKEY FARM,Negative,0,0,11/28/2017,4257DW17,11/1/2017
384,9/7/2017,Conventional,LHEN,HYB-C,DAN & ANGIE WACHTER,J&C TURKEY FARM,Negative,0,0,11/29/2017,4275DW17,11/1/2017
587,3/13/2018,Antibiotic-free,LHEN,NIC-SS,DAN & ANGIE WACHTER,J&C TURKEY FARM,Positive,B,"1,4,5,12",6/4/2018,4064DW18,6/1/2018
590,3/13/2018,Antibiotic-free,LHEN,NIC-SS,DAN & ANGIE WACHTER,J&C TURKEY FARM,Positive,E1,Uganda,6/6/2018,4065DW18,6/1/2018
934,1/15/2019,Antibiotic-free,HHEN,NIC-SS,DAN & ANGIE WACHTER,J&C TURKEY FARM,Negative,0,0,5/7/2019,4014DW19,5/1/2019
936,1/16/2019,Conventional,HHEN,NIC-SS,DAN & ANGIE WACHTER,J&C TURKEY FARM,Negative,0,0,4/9/2019,4015DW19,4/1/2019
794,9/17/2018,Antibiotic-free,LHEN,NIC-SS,DAN & ANGIE WACHTER,JERRY DAVIS,Negative,0,0,12/13/2018,4264DW18,12/1/2018
235,5/2/2017,Conventional,LHEN,NIC-SS,DAN & ANGIE WACHTER,L & M FARM,Negative,0,0,7/28/2017,4121DW17,7/1/2017
1132,7/24/2019,Antibiotic-free,HHEN,NIC-85,DAN & ANGIE WACHTER,L & M FARM,Positive,E1,Uganda,10/14/2019,4217DW19,10/1/2019
193,2/27/2017,Conventional,HHEN,NIC-SS,DAN & ANGIE WACHTER,MARVIN CHANCE,Negative,0,0,6/21/2017,4056DW17,6/1/2017
199,2/28/2017,Conventional,HHEN,HYB-C,DAN & ANGIE WACHTER,MARVIN CHANCE,Negative,0,0,6/27/2017,4057DW17,6/1/2017
517,1/9/2018,Antibiotic-free,LHEN,NIC-SS,DAN & ANGIE WACHTER,MARVIN CHANCE,Negative,0,0,4/3/2018,4007DW18,4/1/2018
522,1/9/2018,Antibiotic-free,LHEN,NIC-SS,DAN & ANGIE WACHTER,MARVIN CHANCE,Negative,0,0,4/5/2018,4008DW18,4/1/2018
160,2/28/2017,Conventional,LHEN,NIC-SS,DAN & ANGIE WACHTER,MATTHEWS FARM,Negative,0,0,5/23/2017,4058DW17,5/1/2017
388,9/5/2017,Antibiotic-free,LHEN,NIC-SS,DAN & ANGIE WACHTER,MATTHEWS FARM,Negative,0,0,12/4/2017,4258DW17,12/1/2017
394,9/5/2017,Antibiotic-free,LHEN,NIC-SS,DAN & ANGIE WACHTER,MATTHEWS FARM,Negative,0,0,12/7/2017,4259DW17,12/1/2017
662,5/15/2018,Conventional,LHEN,HYB-C,DAN & ANGIE WACHTER,MATTHEWS FARM,Negative,0,0,8/10/2018,4134DW18,8/1/2018
1131,7/23/2019,Conventional,LHEN,NIC-SS,DAN & ANGIE WACHTER,MATTHEWS FARM,Positive,B,Schwarzengrund,12/3/2019,4215DW19,12/1/2019
1133,7/24/2019,Antibiotic-free,LHEN,NIC-SS,DAN & ANGIE WACHTER,MATTHEWS FARM,Positive,C2,Albany,11/18/2019,4216DW19,11/1/2019
1212,9/25/2019,Antibiotic-free,HHEN,NIC-SS,DAN & ANGIE WACHTER,MATTHEWS FARM,Positive,C1,Infantis,1/14/2020,4274DW19,1/1/2020
1215,9/25/2019,Conventional,HHEN,HYB-C,DAN & ANGIE WACHTER,MATTHEWS FARM,Positive,E1,Uganda,1/15/2020,4273DW19,1/1/2020
1427,4/14/2020,Conventional,HHEN,NIC-85,DAN & ANGIE WACHTER,MATTHEWS FARM,Negative,0,0,8/12/2020,4100DW20,8/1/2020
1479,4/14/2020,Conventional,HHEN,NIC-85,DAN & ANGIE WACHTER,MATTHEWS FARM,Negative,0,0,8/12/2020,4100DW20,8/1/2020
871,11/19/2018,Antibiotic-free,HHEN,NIC-85,DAN & ANGIE WACHTER,NAYLOR FARM,Negative,0,0,3/12/2019,4336DW18,3/1/2019
874,11/20/2018,Conventional,HHEN,NIC-SS,DAN & ANGIE WACHTER,NAYLOR FARM,Positive,C2,Muenchen,3/13/2019,4337DW18,3/1/2019
2,8/25/2016,Conventional,HTOM,HYB-C,DAN & ANGIE WACHTER,NICKEN FARMS POULTRY,Negative,0,0,1/3/2017,3036DW16,1/1/2017
146,12/26/2016,Conventional,HTOM,NIC-SS,DAN & ANGIE WACHTER,NICKEN FARMS POULTRY,Negative,0,0,5/9/2017,3055DW16,5/1/2017
287,5/1/2017,Conventional,HTOM,NIC-SS,DAN & ANGIE WACHTER,NICKEN FARMS POULTRY,Negative,0,0,9/12/2017,3018DW17,9/1/2017
573,1/8/2018,Conventional,HTOM,NIC-SS,DAN & ANGIE WACHTER,NICKEN FARMS POULTRY,Negative,0,0,5/23/2018,3000DW18,5/1/2018
709,5/14/2018,Conventional,HTOM,NIC-SS,DAN & ANGIE WACHTER,NICKEN FARMS POULTRY,Positive,C1,Infantis,9/26/2018,3019DW18,9/1/2018
815,9/17/2018,Conventional,HTOM,NIC-SS,DAN & ANGIE WACHTER,NICKEN FARMS POULTRY,Negative,0,0,1/30/2019,3037DW18,1/1/2019
935,1/15/2019,Conventional,HTOM,NIC-SS,DAN & ANGIE WACHTER,NICKEN FARMS POULTRY,Negative,0,0,5/29/2019,3002DW19,5/1/2019
1061,5/21/2019,Conventional,HTOM,NIC-SS,DAN & ANGIE WACHTER,NICKEN FARMS POULTRY,Negative,0,0,9/27/2019,3025DW19,9/1/2019
1233,9/24/2019,Conventional,HTOM,NIC-85,DAN & ANGIE WACHTER,NICKEN FARMS POULTRY,Positive,E1,Uganda,2/5/2020,3043DW19,2/1/2020
441,11/7/2017,Conventional,LHEN,NIC-SS,DAN & ANGIE WACHTER,ORTIZ FARMS,Negative,0,0,1/28/2018,4320DW17,1/1/2018
999,3/19/2019,Antibiotic-free,HHEN,NIC-SS,DAN & ANGIE WACHTER,ORTIZ FARMS,Negative,0,0,7/16/2019,4083DW19,7/1/2019
1002,3/20/2019,Conventional,HHEN,NIC-SS,DAN & ANGIE WACHTER,ORTIZ FARMS,Negative,0,0,7/19/2019,4084DW19,7/1/2019
1285,12/4/2019,Antibiotic-free,HHEN,NIC-85,DAN & ANGIE WACHTER,ORTIZ FARMS,Negative,0,0,3/24/2020,4348DW19,3/1/2020
1286,12/4/2019,Conventional,HHEN,NIC-85,DAN & ANGIE WACHTER,ORTIZ FARMS,Positive,C1,Infantis,3/24/2020,4347DW19,3/1/2020
1184,9/24/2019,Conventional,LHEN,NIC-85,DAN & ANGIE WACHTER,ROBERT HOLLAND,Negative,0,0,12/17/2019,4272DW19,12/1/2019
122,12/27/2016,Conventional,HHEN,HYB-C,DAN & ANGIE WACHTER,RONALD PETERSON,Negative,0,0,4/18/2017,4398DW16,4/1/2017
544,1/8/2018,Conventional,HHEN,NIC-SS,DAN & ANGIE WACHTER,RONALD PETERSON,Negative,0,0,4/30/2018,4006DW18,4/1/2018
937,1/16/2019,Conventional,LHEN,HYB-C,DAN & ANGIE WACHTER,RONALD PETERSON,Negative,0,0,5/8/2019,4016DW19,5/1/2019
476,11/6/2017,Conventional,HHEN,NIC-SS,DAN & ANGIE WACHTER,ROSS LENNON,Negative,0,0,2/27/2018,4318DW17,2/1/2018
480,11/7/2017,Conventional,HHEN,NIC-SS,DAN & ANGIE WACHTER,ROSS LENNON,Negative,0,0,3/1/2018,4319DW17,3/1/2018
654,5/14/2018,Conventional,LHEN,NIC-SS,DAN & ANGIE WACHTER,ROSS LENNON,Positive,C1,Infantis,8/6/2018,4132DW18,8/1/2018
661,5/15/2018,Conventional,LHEN,NIC-SS,DAN & ANGIE WACHTER,ROSS LENNON,Positive,C1,Infantis,8/9/2018,4133DW18,8/1/2018
1376,2/11/2020,Conventional,HTOM,NIC-85,DAN & ANGIE WACHTER,T&D FARMS,Negative,0,0,6/24/2020,3006DW20,6/1/2020
16,10/25/2016,Conventional,LHEN,NIC-85,DAN & ANGIE WACHTER,TIM CLIFTON,Negative,0,0,1/13/2017,4328DW16,1/1/2017
621,3/12/2018,Conventional,HHEN,NIC-SS,DAN & ANGIE WACHTER,TOMBOY 1-6,Positive,C1,Infantis,7/5/2018,4063DW18,7/1/2018
723,7/17/2018,Antibiotic-free,LHEN,NIC-SS,DAN & ANGIE WACHTER,TOMBOY 1-6,Positive,C1,Infantis,10/10/2018,4198DW18,10/1/2018
778,7/16/2018,Antibiotic-free,LHEN,NIC-SS,DAN & ANGIE WACHTER,TOMBOY 1-6,Positive,E1,Uganda,11/28/2018,4197DW18,11/1/2018
788,9/18/2018,Antibiotic-free,LHEN,NIC-SS,DAN & ANGIE WACHTER,TOMBOY 1-6,Positive,C1,Infantis,12/6/2018,4265DW18,12/1/2018
791,9/18/2018,Antibiotic-free,LHEN,NIC-SS,DAN & ANGIE WACHTER,TOMBOY 1-6,Positive,E4,Liverpool,12/10/2018,4266DW18,12/1/2018
1062,5/21/2019,Conventional,HHEN,NIC-SS,DAN & ANGIE WACHTER,TOMBOY 1-6,Positive,B,"1,4,5,12",10/2/2019,4151DW19,10/1/2019
1064,5/22/2019,Conventional,HHEN,NIC-SS,DAN & ANGIE WACHTER,TOMBOY 1-6,Positive,C2,Albany,9/18/2019,4152DW19,9/1/2019
78,10/24/2016,Conventional,HTOM,NIC-85,DAN & ANGIE WACHTER,W & W GROWOUT,Positive,B,Reading,3/8/2017,3046DW16,3/1/2017
214,2/27/2017,Conventional,HTOM,NIC-SS,DAN & ANGIE WACHTER,W & W GROWOUT,Negative,0,0,7/11/2017,3008DW17,7/1/2017
363,7/3/2017,Conventional,HTOM,NIC-SS,DAN & ANGIE WACHTER,W & W GROWOUT,Negative,0,0,11/9/2017,3028DW17,11/1/2017
505,11/6/2017,Conventional,HTOM,NIC-SS,DAN & ANGIE WACHTER,W & W GROWOUT,Negative,0,0,3/21/2018,3049DW17,3/1/2018
642,3/12/2018,Conventional,HTOM,NIC-SS,DAN & ANGIE WACHTER,W & W GROWOUT,Positive,C1,Infantis,7/25/2018,3010DW18,7/1/2018
722,7/16/2018,Conventional,HTOM,NIC-SS,DAN & ANGIE WACHTER,W & W GROWOUT,Negative,0,0,10/9/2018,3028DW18,10/1/2018
872,11/19/2018,Conventional,HTOM,NIC-SS,DAN & ANGIE WACHTER,W & W GROWOUT,Negative,0,0,4/3/2019,3047DW18,4/1/2019
1356,2/12/2020,Antibiotic-free,HHEN,NIC-85,DAN & ANGIE WACHTER,WILDCAT FARM GROWOUT,Negative,0,0,6/2/2020,4037DW20,6/1/2020
1595,9/22/2020,Antibiotic-free,LHEN,NIC-85,CC ROAD FARM,BONEY TURKEY FARM,Positive,E1,Uganda,12/15/2020,4271AM20,12/1/2020
28,9/15/2016,Conventional,HTOM,NIC-SS,CC ROAD FARM,BULLARD FARMS,Negative,0,0,1/24/2017,3042AM16,1/1/2017
167,1/19/2017,Conventional,HTOM,HYB-C,CC ROAD FARM,BULLARD FARMS,Negative,0,0,5/31/2017,3002AM17,5/1/2017
1581,7/21/2020,Conventional,HTOM,HYB-C,CC ROAD FARM,BULLARD FARMS,Negative,0,0,12/2/2020,3031AM20,12/1/2020
100,11/14/2016,Conventional,HTOM,NIC-SS,CC ROAD FARM,DALE TAMMY & GIRLS,Negative,0,0,3/29/2017,3049AM16,3/1/2017
237,3/20/2017,Conventional,HTOM,NIC-SS,CC ROAD FARM,DALE TAMMY & GIRLS,Positive,B,Agona,8/1/2017,3011AM17,8/1/2017
137,1/16/2017,Conventional,HHEN,NIC-SS,CC ROAD FARM,FEATHERLAND - JAMES LUCAS,Negative,0,0,5/2/2017,4011AM17,5/1/2017
609,4/4/2018,Antibiotic-free,LHEN,NIC-SS,CC ROAD FARM,GLENN D JONES,Positive,C1,Infantis,6/26/2018,4084AM18,6/1/2018
613,4/4/2018,Antibiotic-free,LHEN,HYB-C,CC ROAD FARM,GLENN D JONES,Negative,0,0,6/28/2018,4085AM18,6/1/2018
1085,6/12/2019,Antibiotic-free,HHEN,NIC-SS,CC ROAD FARM,GLENN D JONES,Negative,0,0,10/1/2019,4172AM19,10/1/2019
1086,6/12/2019,Conventional,HHEN,HYB-C,CC ROAD FARM,GLENN D JONES,Negative,0,0,10/8/2019,4171AM19,10/1/2019
1022,4/10/2019,Antibiotic-free,HHEN,NIC-SS,CC ROAD FARM,HOLLINGSWORTH FARMS INC,Negative,0,0,8/6/2019,4107AM19,8/1/2019
184,3/20/2017,Conventional,LHEN,NIC-SS,CC ROAD FARM,JAMES E DANIELS,Negative,0,0,6/13/2017,4075AM17,6/1/2017
469,11/28/2017,Conventional,LHEN,NIC-SS,CC ROAD FARM,JAMES E DANIELS,Positive,C1,Infantis,2/21/2018,4340AM17,2/1/2018
472,11/28/2017,Conventional,LHEN,NIC-SS,CC ROAD FARM,JAMES E DANIELS,Positive,B,"1,4,5,12",2/23/2018,4341AM17,2/1/2018
1240,10/23/2019,Antibiotic-free,HHEN,NIC-85,CC ROAD FARM,MARVIN CHANCE,Negative,0,0,2/11/2020,4310AM19,2/1/2020
561,1/30/2018,Conventional,HHEN,NIC-SS,CC ROAD FARM,MATTHEWS FARM,Negative,0,0,5/14/2018,4023AM18,5/1/2018
958,2/6/2019,Antibiotic-free,HHEN,NIC-SS,CC ROAD FARM,MATTHEWS FARM,Positive,B,Typhimurium,5/28/2019,4039AM19,5/1/2019
959,2/6/2019,Conventional,HHEN,NIC-85,CC ROAD FARM,MATTHEWS FARM,Positive,C1,Infantis,6/4/2019,4038AM19,6/1/2019
1314,1/1/2020,Antibiotic-free,HHEN,NIC-85,CC ROAD FARM,MATTHEWS FARM,Positive,C1,Infantis,4/21/2020,4376AM19,4/1/2020
1528,7/21/2020,Antibiotic-free,LHEN,HYB-C,CC ROAD FARM,MATTHEWS FARM,Negative,0,0,10/16/2020,4205AM20,10/1/2020
255,5/23/2017,Conventional,LHEN,NIC-SS,CC ROAD FARM,MILLETTE J PARKER,Negative,0,0,8/16/2017,4165AM17,8/1/2017
258,5/23/2017,Conventional,LHEN,NIC-SS,CC ROAD FARM,MILLETTE J PARKER,Positive,C2,Albany,8/18/2017,4166AM17,8/1/2017
541,1/30/2018,Antibiotic-free,LHEN,HYB-C,CC ROAD FARM,MILLETTE J PARKER,Negative,0,0,4/26/2018,4024AM18,4/1/2018
678,5/29/2018,Antibiotic-free,LHEN,NIC-SS,CC ROAD FARM,MOLTONVILLE GROWOUT,Positive,B,Schwarzengrund,8/25/2018,4156AM18,8/1/2018
681,5/29/2018,Antibiotic-free,LHEN,NIC-SS,CC ROAD FARM,MOLTONVILLE GROWOUT,Positive,B,Schwarzengrund,8/28/2018,4157AM18,8/1/2018
1151,8/13/2019,Antibiotic-free,LHEN,NIC-SS,CC ROAD FARM,NAYLOR FARM,Positive,B,Schwarzengrund,11/8/2019,4235AM19,11/1/2019
1152,8/14/2019,Antibiotic-free,LHEN,HYB-C,CC ROAD FARM,NAYLOR FARM,Positive,B,Schwarzengrund,11/8/2019,4236AM19,11/1/2019
1217,10/23/2019,Antibiotic-free,LHEN,NIC-85,CC ROAD FARM,NAYLOR FARM,Positive,C1,Infantis,1/16/2020,4309AM19,1/1/2020
1292,1/1/2020,Conventional,LHEN,NIC-85,CC ROAD FARM,NAYLOR FARM,Positive,C1,Infantis,3/29/2020,4375AM19,3/1/2020
40,11/14/2016,Conventional,LHEN,NIC-85,CC ROAD FARM,OWEN FARM,Positive,B,Schwarzengrund,2/3/2017,4348AM16,2/1/2017
404,9/26/2017,Conventional,LHEN,NIC-SS,CC ROAD FARM,OWEN FARM,Negative,0,0,12/15/2017,4277AM17,12/1/2017
406,9/26/2017,Conventional,LHEN,NIC-SS,CC ROAD FARM,OWEN FARM,Negative,0,0,12/18/2017,4278AM17,12/1/2017
745,8/1/2018,Antibiotic-free,LHEN,HYB-C,CC ROAD FARM,ROSS LENNON,Negative,0,0,10/26/2018,4217AM18,10/1/2018
748,8/1/2018,Antibiotic-free,LHEN,HYB-C,CC ROAD FARM,ROSS LENNON,Negative,0,0,10/30/2018,4218AM18,10/1/2018
1352,3/5/2020,Antibiotic-free,LHEN,NIC-85,CC ROAD FARM,ROSS LENNON,Negative,0,0,5/27/2020,4057AM20,5/1/2020
1353,3/6/2020,Antibiotic-free,LHEN,NIC-85,CC ROAD FARM,ROSS LENNON,Negative,0,0,5/28/2020,4058AM20,5/1/2020
322,7/25/2017,Conventional,LHEN,NIC-SS,CC ROAD FARM,TOMBOY 1-6,Positive,C2,Albany,10/16/2017,4213AM17,10/1/2017
327,7/25/2017,Conventional,LHEN,NIC-SS,CC ROAD FARM,TOMBOY 1-6,Negative,0,0,10/18/2017,4214AM17,10/1/2017
888,12/4/2018,Antibiotic-free,HHEN,NIC-85,CC ROAD FARM,TOMBOY 1-6,Negative,0,0,3/26/2019,4354AM18,3/1/2019
889,12/4/2018,Conventional,HHEN,NIC-85,CC ROAD FARM,TOMBOY 1-6,Positive,C2,Albany,3/27/2019,4353AM18,3/1/2019
1514,5/19/2020,Conventional,HTOM,NIC-85,C&D BROODER,ANDY HERRING,Negative,0,0,9/30/2020,3021DG20,9/1/2020
58,11/28/2016,Conventional,LHEN,NIC-SS,C&D BROODER,BLACKMAN  FARM,Negative,0,0,2/18/2017,4366DG16,2/1/2017
381,8/7/2017,Conventional,HHEN,NIC-SS,C&D BROODER,BRUCE BUTLER,Negative,0,0,11/27/2017,4230DG17,11/1/2017
964,2/12/2019,Conventional,HHEN,NIC-SS,C&D BROODER,BRUCE BUTLER,Negative,0,0,6/11/2019,4052DG19,6/1/2019
